e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,renda_familiar,n_de_familiares,sexo,idade,cor_raca,estado_civil,area_de_formacao,formacao_academica
3,5,4,5,3,5,4,5,4,4,3,5,4,5,4,1,4,3,4,5,4,5,3,3,5,5,4,5,6,7,7,5,4,1,4,4,4,2,5,2,4,5,4,4,5,5,4,5,5,1,1,2,5,2,4,3,5,5,3,5,1800,5,Masculino,18,Parda,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
4,5,5,5,4,5,5,5,5,5,5,4,5,5,1,2,5,4,5,5,5,3,3,5,4,5,1,3,2,1,1,1,1,3,3,1,2,1,3,4,2,4,4,4,4,4,2,4,4,3,1,1,4,3,3,3,4,5,2,2,1000,4,Feminino,18,Branca,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
1,3,4,5,5,1,4,5,5,2,1,1,2,3,1,1,3,1,1,4,1,5,1,5,5,5,1,1,1,1,1,1,4,1,1,1,6,7,7,7,5,1,1,3,5,4,5,3,5,5,1,4,5,4,3,3,4,4,5,3,1900,4,Masculino,18,Branca,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
5,5,5,5,5,5,5,4,4,4,4,4,4,4,1,1,3,4,5,4,4,4,2,4,4,5,1,2,1,1,1,1,1,3,3,2,1,1,4,4,3,4,3,3,5,3,3,5,3,3,1,2,3,4,4,1,4,4,3,3,350,1,Feminino,21,Branca,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
5,4,5,5,5,4,5,4,4,4,5,4,4,4,1,3,3,3,3,4,3,5,4,4,4,4,1,2,2,1,1,1,2,2,2,3,3,2,3,2,4,3,5,5,5,3,3,3,3,3,2,4,2,5,3,3,4,3,3,4,2600,3,Feminino,19,Parda,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
3,5,5,5,4,4,4,5,5,4,4,5,5,5,2,1,5,3,5,5,3,5,1,5,5,5,1,1,1,1,1,1,1,4,4,1,2,1,7,1,4,4,3,5,5,4,1,3,3,4,1,2,4,5,5,4,3,4,1,2,800,2,Feminino,18,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
2,3,4,5,5,3,3,4,4,4,3,4,3,5,1,1,4,4,3,5,2,3,3,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,2,2,4,4,4,3,3,2,5,4,3,3,4,4,2,2,2500,4,Feminino,27,Parda,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
1,3,5,5,3,4,4,3,5,5,1,4,5,5,4,1,4,5,5,2,3,5,1,3,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,4,4,5,4,4,5,4,4,4,5,4,4,3,4,3,3,2900,4,Feminino,23,Parda,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
4,4,3,4,5,4,5,3,4,5,5,5,5,3,1,2,4,4,5,3,4,5,2,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,5,5,2,5,4,3,5,5,5,1,5,3,5,4,3,4,4,6000,3,Feminino,18,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
5,4,5,5,5,5,4,4,4,5,5,5,5,5,1,3,5,5,5,4,4,5,4,4,5,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,4,5,5,4,5,4,4,4,3,4,5,4,4,4,4,4000,3,Feminino,21,Preta,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
2,4,4,4,1,1,1,5,5,3,1,4,4,5,5,2,2,2,3,5,2,4,2,5,5,5,1,5,2,1,2,2,1,1,1,1,1,1,1,4,2,4,5,3,4,4,4,5,3,3,3,3,4,3,4,3,4,4,4,2,3000,3,Masculino,21,Parda,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
5,4,5,5,5,4,5,5,5,4,4,2,3,3,1,1,3,2,4,5,2,5,2,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,2,4,5,5,3,3,3,4,4,4,3,3,3,2,2,4000,4,Feminino,21,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,4,5,5,4,3,4,4,5,5,4,4,4,4,2,4,4500,3,Feminino,57,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,4,4,4,3,4,3,4,4,4,3,4,4,4,2,3,4,3,4,4,3,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,4,4,4,4,3,2,1,2,4,3,4,2,3,3,2,2,1800,4,Masculino,20,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,4,4,4,4,3,4,3,4,3,3,4,3,4,2,2,3,3,4,3,3,3,1,3,3,4,2,2,2,1,1,1,1,2,2,3,2,2,3,2,3,3,3,4,4,4,3,4,3,3,2,2,4,3,4,2,3,3,2,2,3000,6,Feminino,32,Preta,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
4,5,5,5,4,5,4,4,5,5,3,5,4,5,2,2,4,5,5,5,3,5,2,4,5,5,1,1,1,1,1,1,1,1,1,2,1,1,2,4,4,2,3,4,5,4,5,5,2,2,2,4,3,4,3,2,3,3,2,3,9000,4,Feminino,20,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,5,5,5,5,5,5,4,5,5,3,5,5,4,2,3,4,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,2,5,3,2,3,4,5,1,3,2,4,1,2,2,4,2000,4,Feminino,22,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
2,5,3,5,4,5,5,3,5,5,4,5,5,3,2,2,4,5,4,4,4,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,5,4,4,5,4,4,4,5,4,3,4,5,4,4,2,2,10000,4,Feminino,20,Preta,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,5,5,5,5,3,5,5,4,4,5,4,4,3,1,2,3,2,5,5,3,4,2,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,4,1,3,2,3,3,4,3,4,4,4,4,3,3,3,5,4,4,4,5,1,3,4000,0,Feminino,27,Preta,Casado(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,4,5,5,3,4,3,5,4,5,3,4,4,5,1,1,4,3,4,5,4,5,5,5,5,5,2,2,2,1,4,2,1,1,1,1,2,1,1,7,3,4,5,3,5,5,3,5,5,2,2,3,5,5,5,2,4,4,4,1,2600,0,Masculino,27,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,5,4,5,4,3,5,5,4,4,3,4,5,4,2,3,4,5,5,5,3,5,3,2,4,4,5,2,1,1,5,1,1,1,1,4,6,1,1,1,4,2,2,5,5,3,5,4,2,4,5,5,3,5,2,5,2,2,5,5,4000,5,Feminino,20,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,5,5,5,4,5,5,5,5,4,4,5,5,5,2,2,5,3,4,5,5,5,5,5,5,5,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,2,4,5,3,4,5,5,3,3,2,2,4,5,3,3,4,2,4,4,10000,5,Masculino,27,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,4,4,5,5,4,5,5,5,5,4,5,5,4,1,4,4,5,4,4,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,3,1,5,2,2,4,5,1,4,5,4,5,1,5,4,4,3,2,1,5,2,3,5000,4,Feminino,19,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
1,4,3,5,3,5,3,3,4,4,3,3,4,3,2,3,4,3,4,3,4,3,3,3,3,4,3,4,4,1,3,1,1,1,1,1,1,1,3,1,2,2,2,5,3,2,1,2,2,3,3,2,3,4,2,3,3,2,2,4,3000,4,Feminino,29,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,5,4,5,4,5,4,4,4,5,4,5,3,3,2,2,4,4,4,4,4,5,3,4,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,3,4,4,3,4,4,4,3,2,2,4,4,4,3,3,4,2,3,4000,5,Feminino,20,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,5,5,5,4,4,4,2,4,4,4,4,5,3,1,2,5,5,5,4,5,3,2,4,5,5,1,1,1,1,2,1,1,1,1,4,2,1,1,1,2,4,4,3,2,3,5,4,5,5,3,5,5,5,3,5,3,3,4,4,4317,2,Feminino,18,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,5,5,4,3,5,5,1,5,5,4,5,5,5,1,4,4,5,2,2,2,5,3,1,5,5,1,1,5,1,2,1,1,1,1,1,1,1,5,5,5,3,3,4,5,4,2,5,4,5,4,5,5,5,5,5,3,3,5,3,1500,5,Feminino,19,Amarela,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
5,4,4,4,5,4,5,5,5,5,5,5,5,5,1,1,5,4,5,5,2,5,2,4,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,3,4,5,5,4,5,4,3,5,1,2,4,3,4,4,4,4,4,3,2000,5,Feminino,21,Amarela,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,5,4,5,4,4,3,3,5,5,2,4,4,3,1,2,5,4,3,3,4,5,1,2,5,5,1,3,5,1,3,5,1,2,2,2,4,2,4,5,3,3,4,2,3,4,4,5,5,3,1,3,4,4,3,3,4,4,2,3,4000,5,Masculino,19,Branca,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
3,3,5,5,5,5,4,5,5,5,4,5,5,5,1,2,5,5,5,3,5,5,3,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5,2,3,4,5,3,2,5,3,4,2,5,1,3,5,5,1,2,4,5,1800,2,Feminino,24,Parda,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
2,5,5,5,4,3,4,4,3,3,1,2,4,4,3,2,4,3,3,3,3,4,2,3,1,3,1,3,2,1,1,1,1,1,1,3,2,1,4,4,2,3,3,5,4,3,4,3,3,2,1,2,3,4,2,2,3,3,2,4,2000,3,Feminino,31,Parda,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
3,5,4,5,4,4,5,5,5,3,4,4,4,3,2,2,3,3,4,3,3,5,3,4,4,5,1,1,2,1,1,1,1,1,1,4,1,1,4,2,2,3,4,3,2,2,3,3,3,2,1,2,4,5,3,2,2,3,2,3,3500,5,Feminino,23,Preta,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
2,5,4,5,4,4,4,5,4,3,2,3,3,5,2,1,2,3,2,4,1,5,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,3,3,3,4,4,3,4,3,5,3,3,3,3,2,2,6000,7,Feminino,23,Preta,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
2,3,4,4,2,4,2,4,4,5,2,4,4,3,4,5,3,4,3,5,2,5,4,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,5,2,5,3,3,2,2,3,4,4,3,4,1,2,2,5,1000,3,Feminino,18,Parda,Solteiro(a),"Educação. Ex.: Pedagogia, cursos de licenciatura, etc.;","Ciências sociais, artes e educação"
2,4,4,5,3,2,4,4,5,2,3,3,3,5,1,2,4,4,3,4,1,4,2,3,5,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,2,5,5,5,5,1,3,2,2,4,4,4,2,2,4,5,2,5,5,1500,4,Masculino,23,Parda,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
3,4,3,5,4,5,4,3,4,5,2,5,5,3,2,5,5,5,5,3,5,5,4,2,5,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1,2,3,3,4,4,5,4,4,3,3,3,2,3,4,2,5,3,3,2,3,3500,4,Feminino,20,Branca,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
2,5,3,5,2,5,2,3,5,4,2,5,5,3,1,2,4,3,4,3,5,5,3,5,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,4,5,1,1,5,5,5,5,3,1,5,2,3,1,3,1,3,1,3,4,5,1500,3,Feminino,27,Branca,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
3,3,5,4,5,3,5,5,3,5,2,5,2,5,3,4,4,3,2,4,3,5,2,3,4,4,1,3,1,1,3,1,1,1,1,3,2,1,3,4,3,4,3,4,5,3,5,5,4,2,1,2,2,5,4,1,3,4,1,3,2000,4,Feminino,25,Parda,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
2,2,1,1,3,2,2,3,2,3,3,2,2,5,3,2,3,3,2,3,2,4,2,2,4,3,1,2,1,1,1,2,3,3,3,1,3,3,5,5,3,2,3,4,4,4,2,3,3,4,4,2,4,3,4,4,4,4,2,3,600,3,Masculino,24,Parda,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
4,5,5,5,4,4,4,3,5,5,3,5,4,3,1,2,2,4,4,4,4,4,2,5,3,4,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,3,3,4,3,3,2,4,4,3,1,2,4,5,4,3,3,4,2,2,1500,4,Feminino,21,Parda,Solteiro(a),"Artes e Humanidades. Ex.: Cinema e Audiovisual, Música (Bacharelado), Teologia, História, Letras etc.;","Ciências sociais, artes e educação"
4,2,5,4,4,2,1,3,3,4,4,3,1,3,1,3,3,2,1,3,3,5,1,2,4,5,3,2,2,2,1,4,2,2,2,3,2,2,6,6,3,4,3,5,5,4,1,5,3,2,3,4,2,5,4,3,2,3,1,4,4000,4,Masculino,19,Parda,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
3,5,5,5,4,4,5,4,5,5,4,5,4,3,2,3,5,5,4,3,3,4,3,2,3,5,1,1,1,7,1,1,1,2,2,2,1,1,2,5,3,3,3,5,5,4,4,3,2,5,5,4,2,3,2,4,4,3,2,4,5000,5,Feminino,18,Parda,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
3,5,4,5,3,5,4,2,4,5,3,5,5,5,2,4,4,4,5,3,4,5,4,2,5,5,1,2,3,1,2,1,1,1,1,1,2,1,4,4,5,2,2,4,4,3,3,3,2,3,2,3,2,2,2,5,2,3,4,3,8000,4,Masculino,19,Branca,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
5,5,4,5,5,4,4,5,5,3,3,3,5,4,1,3,4,5,4,5,2,4,3,4,3,5,1,1,1,7,2,1,1,2,3,1,1,1,7,7,3,4,5,4,3,5,3,5,5,2,4,2,5,5,5,1,5,4,2,2,2000,3,Masculino,18,Parda,Solteiro(a),"Educação. Ex.: Pedagogia, cursos de licenciatura, etc.;","Ciências sociais, artes e educação"
2,4,2,2,2,2,1,5,4,2,2,4,2,5,4,2,4,1,3,4,2,4,1,2,4,3,3,2,3,1,2,1,1,1,1,4,2,1,6,4,2,2,2,4,2,2,2,4,4,2,1,2,5,2,2,1,3,3,3,3,7000,5,Masculino,19,Parda,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
4,5,5,5,5,5,4,4,4,5,3,4,4,5,3,4,4,2,1,2,1,5,1,2,3,4,2,3,4,1,5,3,3,4,4,4,4,1,4,4,3,4,3,5,5,4,2,5,3,5,2,3,2,4,4,4,2,5,3,4,5000,5,Feminino,18,Branca,Solteiro(a),"Ciências Naturais, Matemática e Estatística. Ex.: Biologia, Física, Química, etc.;",Ciências exatas e biológicas
1,5,4,5,4,4,3,4,5,4,3,5,4,5,4,2,4,4,2,4,2,5,1,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,5,5,3,3,5,3,3,2,3,3,4,4,2,3,5,4,4,3500,4,Feminino,19,Branca,Solteiro(a),"Saúde e Bem-estar. Ex.: Medicina, Educação física, Odontologia, Serviço social, etc.;",Saúde
2,3,2,4,3,5,5,5,3,5,3,5,3,3,3,3,3,2,2,4,5,5,3,3,3,3,6,7,5,3,4,3,3,6,4,4,6,5,4,4,2,2,2,3,2,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,998,2,Masculino,20,Preta,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
4,4,4,3,2,2,2,3,3,4,2,3,4,5,3,1,4,3,2,3,2,4,2,4,3,3,1,2,1,1,1,2,1,4,4,2,1,1,4,1,2,4,4,5,3,5,1,3,4,4,2,2,3,3,4,2,5,4,3,2,1200,4,Masculino,19,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
5,5,5,5,5,5,5,4,4,3,4,5,4,5,1,2,5,5,5,4,5,5,4,5,5,5,1,2,5,1,4,1,1,1,1,1,2,1,1,1,5,4,4,5,5,3,4,3,2,4,4,5,4,4,4,5,4,4,4,5,2500,3,Feminino,19,Parda,Solteiro(a),"Agricultura, Silvicultura, Pesca e Veterinária. Ex.: Medicina Veterinária, Zootecnia, etc.;",Ciências exatas e biológicas
3,3,5,4,4,4,4,5,3,4,3,4,4,5,2,2,2,3,4,5,4,2,2,5,4,5,1,4,2,2,2,1,1,1,1,1,1,1,1,2,3,4,3,4,3,5,4,5,5,2,1,2,2,3,3,2,3,3,1,2,11000,4,Feminino,19,Branca,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
4,4,4,4,4,5,5,4,3,3,3,4,4,3,1,2,4,4,4,4,2,5,3,3,3,4,1,2,1,1,3,1,1,1,1,1,3,2,1,2,4,3,3,4,3,5,3,4,5,3,2,2,3,4,4,2,4,5,2,2,1489,2,Feminino,18,Branca,Solteiro(a),"Agricultura, Silvicultura, Pesca e Veterinária. Ex.: Medicina Veterinária, Zootecnia, etc.;",Ciências exatas e biológicas
4,3,4,4,5,4,5,3,4,5,4,5,4,4,3,3,4,3,4,3,3,5,3,4,5,4,1,3,4,1,2,1,1,4,4,2,1,1,4,6,3,2,3,4,4,3,5,4,3,5,3,4,2,5,3,4,2,3,1,4,980,3,Masculino,19,Parda,Solteiro(a),"Educação. Ex.: Pedagogia, cursos de licenciatura, etc.;","Ciências sociais, artes e educação"
5,4,5,5,5,3,5,4,5,3,3,2,4,5,1,1,4,2,4,5,2,4,1,5,4,5,1,7,1,1,2,1,1,1,1,1,1,1,1,1,2,4,4,2,3,3,2,4,4,3,2,2,4,4,3,3,3,4,1,2,1700,3,Masculino,26,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
3,5,5,5,4,3,5,4,3,4,2,4,4,4,2,2,5,3,4,3,3,5,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,2,2,5,3,3,5,5,5,3,2,3,4,4,4,3,3,4,3,2,6000,4,Feminino,18,Branca,Solteiro(a),"Artes e Humanidades. Ex.: Cinema e Audiovisual, Música (Bacharelado), Teologia, História, Letras etc.;","Ciências sociais, artes e educação"
5,5,3,5,5,5,5,5,5,5,4,5,5,3,1,4,5,5,5,5,4,5,5,5,5,5,3,4,7,7,4,2,1,7,7,7,5,1,1,7,5,3,3,5,5,3,5,5,5,5,5,3,4,5,4,5,3,2,5,5,900,2,Masculino,18,Preta,Solteiro(a),"Artes e Humanidades. Ex.: Cinema e Audiovisual, Música (Bacharelado), Teologia, História, Letras etc.;","Ciências sociais, artes e educação"
3,4,5,4,5,5,4,4,5,3,3,5,4,5,3,1,4,5,3,5,2,5,2,5,5,5,2,5,3,3,4,4,4,4,4,4,3,1,4,4,5,3,2,5,5,4,5,5,4,3,5,5,4,4,4,3,5,4,3,4,990,3,Feminino,20,Parda,Solteiro(a),"Educação. Ex.: Pedagogia, cursos de licenciatura, etc.;","Ciências sociais, artes e educação"
4,4,4,5,4,3,5,4,5,5,5,4,4,3,1,4,4,5,4,4,4,5,4,5,5,5,2,2,3,1,4,2,1,2,2,3,3,1,2,2,4,1,2,5,5,3,5,4,2,3,1,2,1,4,1,2,1,2,4,4,400,3,Feminino,20,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
5,4,5,5,5,4,5,4,5,3,4,2,5,4,1,1,5,1,4,4,4,4,1,5,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,2,4,1,5,5,2,1,1,5,2,4,1,2,5,2,1,5000,2,Feminino,19,Branca,Solteiro(a),"Artes e Humanidades. Ex.: Cinema e Audiovisual, Música (Bacharelado), Teologia, História, Letras etc.;","Ciências sociais, artes e educação"
3,4,4,5,2,2,2,4,3,3,1,2,3,4,2,3,3,2,2,4,1,4,2,4,4,4,4,3,5,2,7,3,3,4,4,4,4,4,5,4,3,2,2,4,4,2,3,2,4,3,2,2,3,3,3,3,2,4,2,4,1600,4,Masculino,19,Parda,Solteiro(a),"Engenharia, Produção e Construção. Ex.: Engenharia Elétrica, Tecnologia em construção de edifícios, etc.;",Ciências exatas e biológicas
2,4,5,4,5,1,3,5,4,1,3,2,3,3,1,1,2,1,3,5,1,5,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,2,5,5,1,5,5,3,2,1,1,5,5,1,1,3,2,5,5,800,4,Masculino,20,Parda,Solteiro(a),"Tecnologia da informação e Comunicação. Ex.: Engenharia da computação, Ciências da computação etc.;",Ciências exatas e biológicas
1,5,4,5,4,4,3,5,5,5,1,5,5,5,1,3,5,2,5,5,3,3,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,4,4,4,3,3,1,5,4,4,3,2,4,3,2,5,6300,3,Masculino,32,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
4,5,4,5,4,5,5,4,5,4,4,4,4,3,2,2,5,2,4,5,3,4,2,3,4,4,1,2,1,1,2,1,1,1,1,2,3,1,1,2,3,4,3,5,5,5,5,5,4,3,2,5,3,4,4,3,3,4,5,5,2000,4,Feminino,18,Parda,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
5,4,4,4,4,3,5,4,4,2,5,3,3,5,2,1,4,3,4,4,3,5,3,4,5,4,1,3,1,1,1,1,1,1,1,4,1,1,5,6,4,2,3,5,5,3,5,4,3,4,3,5,2,3,2,4,3,1,5,4,6000,4,Masculino,18,Branca,Solteiro(a),"Ciências Sociais, Jornalismo e Informação. Ex.: Ciências econômicas, Geografia, Psicologia, etc.;","Ciências sociais, artes e educação"
